Lon,Lat
116.367953,39.967404
116.416344,39.94253
116.328858,39.989877
116.302779,39.974521
116.36711,39.902385
116.434761,39.931525
116.421359,39.925082
116.373912,39.904687
116.41203,39.94955
116.308542,39.976618
116.284408,39.972585
117.135931,40.139371
116.208615,40.134153
116.374784,39.968789
116.210056,39.919898
116.336034,39.939846
116.323099,39.993179
116.426066,39.96394
116.198675,39.915148
116.328153,39.980437
116.324421,40.001204
116.315706,39.967365
116.441947,40.072058
116.382751,39.936898
116.439259,39.892465
116.205141,39.934652
116.35995,39.897336
116.370256,39.997748
116.216456,40.221724
116.442284,40.04354
116.346923,39.921781
116.472356,39.926761
116.257641,40.215104
116.438872,39.895092
116.401268,39.815469
116.429719,39.909292
116.393569,39.972603
116.420637,39.927072
116.393911,39.972294
116.437419,39.941116
116.430217,40.008537
116.243236,40.232332
116.435591,39.963479
116.31519,39.933555
116.3109,39.915967
116.443313,39.933198
116.269656,39.907687
116.397558,39.885329
116.442176,39.954669
116.4081,39.945317
116.43559,39.901339
116.454998,39.941666
116.235356,40.228143
116.344262,39.916622
116.428381,39.96685
116.290284,39.858906
116.356606,39.911446
116.370159,40.000845
115.977766,40.467515
116.598712,39.921874
116.315248,39.866251
116.294116,39.916976
116.303955,40.084303
116.292969,39.861847
116.458262,39.979239
116.401268,39.815469
116.422315,39.871738
116.531499,39.933061
116.29128,40.214409
116.48561,39.916999
116.397088,39.92454
116.444044,39.923463
116.323099,39.993179
116.371152,39.991359
116.319947,39.904782
116.337537,39.931375
117.001201,40.532843
116.995521,40.573285
116.106026,40.55939
116.26346,39.92674
116.367526,39.937925
116.550237,39.871395
116.318957,39.957283
116.36652,39.980264
116.433956,39.957192
115.965488,39.730122
116.4252,39.953589
116.203587,39.925049
116.239678,40.033162
116.346051,39.935875
116.320479,39.980212
116.459316,39.919587
116.239678,40.033162
116.31964,39.970915
116.283521,39.906078
116.366704,39.960416
116.458011,39.971411
115.982415,40.452283
115.907316,39.835901
116.357049,39.96945
116.330164,39.974839
116.131952,39.960522
115.945138,40.523047
116.644466,40.334222
116.37562,39.884861
116.404637,39.963139
116.428358,39.942838
116.326081,39.909619
116.341463,40.10722
116.6589,39.913216
116.346274,39.975055
116.293813,39.973475
116.688812,40.289651
116.300202,39.999232
116.412898,39.961043
116.220641,40.119501
116.426437,39.910258
116.3477,39.999591
116.295299,39.890359
116.406334,39.97302
116.436876,39.997753
116.083876,39.939943
116.19165,39.93948
116.261612,39.912111
116.436876,39.997753
116.666319,40.146487
116.048195,39.622361
116.691029,39.899032
116.388172,39.923801
116.406992,39.942803
116.388219,39.991878
116.345979,39.888381
116.356813,40.092321
116.184556,39.938867
116.354358,39.907319
116.221265,39.894179
116.43247,39.891701
116.395922,39.945008
116.483894,39.91554
115.996264,40.468042
116.38866,39.956996
116.36711,39.902385
116.413791,39.906201
116.341941,39.746281
116.773726,40.433871
116.411571,39.880369
116.414722,39.935925
116.177507,39.868107
116.416933,40.00615
116.157798,39.938995
116.559866,39.923534
116.401134,40.179373
116.243735,39.904754
116.312559,39.935657
116.377153,39.921697
116.411571,39.880369
116.206491,39.620054
116.405155,39.963396
116.43811,39.906011
116.205141,39.934652
116.277609,39.915868
116.274323,39.983821
116.470482,40.008573
116.33134,40.060491
116.436323,39.927033
116.252191,39.918237
116.138276,39.740279
116.175585,39.933052
116.277404,39.947636
116.357113,40.051722
116.434477,39.90362
116.343727,39.730854
116.374791,39.902237
116.430678,39.891063
116.195065,39.959384
116.430605,39.918684
116.376009,39.881631
116.644852,40.345297
116.333517,39.906429
116.683104,39.91283
117.160613,40.694691
116.332628,40.120157
116.197377,39.918796
116.421627,40.000469
116.334537,39.907713
116.355206,39.930757
117.001201,40.532843
116.428527,39.803845
116.395645,39.929986
116.409173,39.895072
116.415788,39.935503
115.978333,40.371437
116.368423,39.933911
116.390218,39.967227
116.355037,39.983648
116.226773,39.780801
116.376159,39.898338
116.44371,39.961671
116.676856,39.897531
116.333919,39.975422
116.376794,39.909542
116.384351,39.939345
116.355483,39.950584
116.171441,39.820248
116.344022,39.74932
116.479044,39.994167
116.409367,39.925857
116.330317,40.001397
116.454545,39.911839
116.313335,39.904263
116.663155,40.178082
116.513413,39.82896
116.698639,39.924799
116.419067,39.872767
116.740079,39.809815
116.370583,39.991242
116.429328,39.815221
116.325174,39.937281
116.434474,39.903873
116.447641,39.891217
116.496264,39.969891
116.443666,39.943086
116.227217,39.904236
116.389118,39.894332
116.417066,39.867323
116.384193,39.906408
116.338335,39.891704
116.368913,39.984909
116.337059,40.035238
116.382676,39.97853
116.406334,39.97302
116.324255,39.773663
116.832919,40.114983
116.65579,39.910276
116.354632,39.916409
116.424904,39.939291
116.399657,39.895713
116.82592,40.3771
116.534657,40.019452
116.473327,39.880538
116.397501,39.948652
116.48937,39.984488
116.454469,39.927344
116.146338,39.943265
116.100342,39.947673
116.350136,39.87724
116.480787,39.880589
116.439115,40.060678
116.385313,39.884032
116.34623,39.93588
116.410796,39.959328
116.35471,40.010268
116.512467,39.863326
116.465252,39.891326
116.544829,40.096185
116.349943,39.910275
116.319908,39.852601
116.357992,39.927806
116.229631,40.23321
116.262425,39.9499
116.664535,40.12903
116.330058,39.886654
116.598712,39.921874
116.445215,39.968738
116.292969,39.861847
116.429027,39.900922
116.380103,39.744955
116.525226,39.918457
116.512255,39.91671
116.373749,39.96724
116.334635,39.963326
116.483383,40.00549
116.317477,39.849902
116.418595,39.977351
116.435236,39.804947
116.335801,39.892186
116.547306,39.967041
116.444195,40.137077
116.247588,40.040344
116.413791,39.906201
116.164292,39.812307
116.39798,40.113693
117.091293,40.125501
116.384978,39.917537
116.452797,39.901914
116.578505,40.048902
116.378115,39.987047
116.41742,39.89729
116.694416,39.890742
116.521695,39.958953
116.308341,39.838892
116.455536,39.887013
116.406377,39.811689
116.331213,39.736742
116.518935,39.932931
116.374791,39.902237
116.335035,40.078907
116.420962,39.921141
116.360181,39.879315
116.263019,39.906547
116.344822,40.0337
116.459286,39.904028
116.440463,39.924858
117.009388,40.125573
116.442245,39.954648
116.244913,39.869143
116.434761,39.931525
116.439259,39.892465
116.434106,39.895217
116.43437,39.807903
116.47617,39.932193
116.430821,39.921877
116.297246,39.952678
116.202764,39.923033
116.443861,40.18126
116.140882,39.962229
116.427423,39.917821
116.149432,39.935407
116.448875,39.909882
116.420506,39.950658
116.146319,39.956181
115.700228,39.9773
116.39261,39.910917
115.977617,40.467485
116.287888,39.928597
116.262425,39.9499
116.178305,39.952045
116.486499,40.428002
116.130273,39.730719
116.186247,39.898691
116.453146,39.971286
116.183217,40.182474
116.305906,39.907083
116.125181,39.953178
116.376052,39.915379
116.440614,39.997083
116.392762,39.976938
117.121115,40.141382
116.655469,39.908668
116.368792,39.947937
116.375419,39.941666
116.384801,39.94884
116.854272,40.377792
116.195721,39.9355
116.359544,39.935608
116.410976,39.937986
116.354632,39.916409
116.40994,40.002789
116.952546,40.154273
116.106859,39.943967
117.115998,40.578335
116.319017,39.893689
116.411955,39.866397
116.417435,39.945886
116.451846,39.806371
117.113919,40.610291
116.26011,40.302845
116.002312,39.976487
116.53508,39.849079
116.395645,39.929986
116.427032,39.866283
116.429726,39.9093
116.174769,39.926356
116.665548,40.146014
116.176266,39.93639
116.58215,40.065339
116.110962,39.942629
116.359544,39.935608
116.293149,39.934661
116.425146,39.854463
116.34918,40.072883
116.727667,40.208924
116.404319,39.870163
116.499993,39.970636
116.377985,40.071339
116.375279,39.871928
116.660955,40.12063
116.364538,39.743756
116.476695,39.931212
116.862465,40.385024
116.325386,39.779058
116.387559,39.930251
116.284024,40.03656
116.461885,39.96089
116.439955,39.873764
116.432747,39.970613
116.740079,39.809815
116.245619,39.846363
116.190554,39.915627
116.37319,39.93428
115.931388,40.427559
116.465061,39.994316
116.185492,40.498502
116.375419,39.941666
116.337059,40.035238
116.169735,40.545156
116.360135,39.905498
116.427464,39.917873
116.437419,39.941116
116.426516,39.924577
116.389432,39.986021
116.429308,39.937973
116.376098,39.864618
116.585578,40.010584
116.457863,39.956298
116.472356,39.926761
116.56058,39.960623
116.316349,39.933048
116.330317,40.001397
116.472356,39.926761
116.31964,39.970915
116.239678,40.033162
116.284024,40.03656
116.297246,39.952678
116.290229,39.858904
116.212233,40.04264
116.674768,39.876728
116.194466,39.912611
116.819049,40.317245
116.887191,40.35637
116.360327,40.560956
116.968064,40.568069
116.352738,40.699093
116.104609,40.47074
116.463009,40.716524
116.274545,40.050045
116.564677,39.919241
116.342764,39.735967
117.43199,40.653594
116.451432,39.950924
116.337059,40.035238
116.409015,39.933323
116.375673,39.679181
116.599384,40.216503
116.509653,39.737584
116.315086,39.983881
116.38426,39.972101
116.399779,39.935612
116.343364,39.952553
116.408075,39.95405
116.384801,39.94884
116.367319,39.9439
116.734387,40.153861
116.044439,39.881573
115.951181,39.68775
116.634031,40.781376
116.222227,39.915237
116.360611,39.884945
116.419742,39.928082
116.382334,39.96104
116.404652,39.979212
116.240559,39.906161
116.131562,40.259535
116.151637,40.153261
116.695576,40.111708
116.222103,40.188916
115.732048,39.835851
116.284622,39.935711
116.425195,39.65279
116.346636,39.975215
116.355761,39.735163
116.460694,39.883536
116.343333,39.940923
116.130506,39.731509
116.375041,39.934794
116.342507,39.795351
116.425195,39.65279
116.369233,39.893095
116.366767,40.071265
116.507984,39.6255
116.317794,40.056417
116.487674,39.855022
116.536898,39.810555
116.580634,40.296849
116.233911,40.573979
116.31519,39.933555
116.397088,39.92454
116.426516,39.924577
116.430605,39.918684
116.36711,39.902385
116.447641,39.891217
116.417178,39.957393
116.444284,39.889504
116.098156,39.95119
116.166942,40.061222
116.374784,39.968789
116.340629,39.888343
116.421885,39.938574
116.483581,40.005951
116.381988,39.944144
116.352553,39.899221
116.419883,39.968866
116.429158,39.886116
116.872596,40.399546
116.674644,40.036792
116.398165,39.95442
116.424921,39.882705
115.987939,39.647985
116.648061,40.140043
116.333151,39.75809
116.837832,40.379446
116.220973,39.974141
116.195794,39.917771
116.550854,40.118378
116.868207,40.388373
116.1751,40.531507
116.525166,40.09088
116.421885,39.938574
116.667444,39.912255
116.307903,39.947975
116.740079,39.809815
116.743556,40.388844
116.704176,40.330932
116.972322,40.323271
116.105731,39.958648
115.962325,39.730868
116.151176,39.75654
116.466198,40.366032
116.647296,40.759875
116.208615,40.134153
116.395645,39.929986
115.855221,39.77066